date,anomaly_category,severity_pct,raw_score,hour,day_of_week,is_weekend,Appliances_Wh,lights_Wh,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C,T7_C,T8_C,T9_C,T_out_C,RH_1_pct,RH_2_pct,RH_3_pct,RH_5_pct,RH_out_pct,Windspeed_ms,Press_mmHg,Tdewpoint_C,top1_capteur,top1_label,top1_shap_score,top1_direction,top1_valeur_brute,top1_percentile_ctx,top1_interpretation,top2_capteur,top2_label,top2_shap_score,top2_direction,top2_valeur_brute,top2_percentile_ctx,top2_interpretation,top3_capteur,top3_label,top3_shap_score,top3_direction,top3_valeur_brute,top3_percentile_ctx,top3_interpretation,top4_capteur,top4_label,top4_shap_score,top4_direction,top4_valeur_brute,top4_percentile_ctx,top4_interpretation,top5_capteur,top5_label,top5_shap_score,top5_direction,top5_valeur_brute,top5_percentile_ctx,top5_interpretation
2016-04-04 11:30:00,mid,97.85,0.523828,11,Monday,0,320.0,0.0,22.07,22.1,24.53,21.43,20.76,15.19,21.0,23.46,20.6,12.2,46.2,43.7,43.3,54.7,76.5,7.0,749.9,8.1,RH_3,Humidite buanderie (%),0.030354,HAUSSE,43.26,83.8,Humidite buanderie (%) = 43.26 -> valeur haute (top 25%) pour 11h (HAUSSE du score anomalie),T2,Temperature salon/salle de vie (C),0.020568,HAUSSE,22.1,91.9,Temperature salon/salle de vie (C) = 22.1 -> valeur tres haute (top 10%) pour 11h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.018089,HAUSSE,320.0,94.0,Consommation appareils (Wh) = 320.0 -> valeur tres haute (top 10%) pour 11h (HAUSSE du score anomalie),RH_1,Humidite cuisine (%),0.00936,HAUSSE,46.16,95.2,Humidite cuisine (%) = 46.16 -> valeur tres haute (top 10%) pour 11h (HAUSSE du score anomalie),Windspeed,Vitesse du vent (m/s),0.00805,HAUSSE,7.0,82.8,Vitesse du vent (m/s) = 7.0 -> valeur haute (top 25%) pour 11h (HAUSSE du score anomalie)
2016-04-04 11:40:00,mid,96.02,0.510584,11,Monday,0,260.0,0.0,22.13,22.17,24.67,21.5,20.7,15.13,21.1,23.53,20.6,12.6,46.3,43.5,43.1,52.6,74.3,7.0,749.9,8.07,T5,Temperature salle de bain (C),0.013952,HAUSSE,20.7,94.0,Temperature salle de bain (C) = 20.7 -> valeur tres haute (top 10%) pour 11h (HAUSSE du score anomalie),RH_out,Humidite exterieure (%),0.013614,HAUSSE,74.33,34.6,Humidite exterieure (%) = 74.33 -> valeur dans la norme pour 11h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.00894,HAUSSE,24.67,100.0,Temperature buanderie (C) = 24.67 -> valeur tres haute (top 10%) pour 11h (HAUSSE du score anomalie),T7,Temperature chambre parentale (C),0.007817,HAUSSE,21.1,93.4,Temperature chambre parentale (C) = 21.1 -> valeur tres haute (top 10%) pour 11h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.007641,HAUSSE,0.0,77.2,Eclairage (Wh) = 0.0 -> valeur haute (top 25%) pour 11h (HAUSSE du score anomalie)
2016-04-04 11:50:00,mid,95.77,0.509349,11,Monday,0,270.0,0.0,22.2,22.23,24.82,21.53,20.63,15.47,21.1,23.6,20.6,13.0,46.5,43.3,42.7,50.9,72.2,7.0,749.9,8.03,T3,Temperature buanderie (C),0.036959,HAUSSE,24.82,100.0,Temperature buanderie (C) = 24.82 -> valeur tres haute (top 10%) pour 11h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.020341,HAUSSE,270.0,91.5,Consommation appareils (Wh) = 270.0 -> valeur tres haute (top 10%) pour 11h (HAUSSE du score anomalie),RH_out,Humidite exterieure (%),0.018323,HAUSSE,72.17,28.6,Humidite exterieure (%) = 72.17 -> valeur dans la norme pour 11h (HAUSSE du score anomalie),T2,Temperature salon/salle de vie (C),0.002575,HAUSSE,22.23,91.9,Temperature salon/salle de vie (C) = 22.23 -> valeur tres haute (top 10%) pour 11h (HAUSSE du score anomalie),T4,Temperature bureau (C),0.00176,HAUSSE,21.53,87.8,Temperature bureau (C) = 21.53 -> valeur haute (top 25%) pour 11h (HAUSSE du score anomalie)
2016-04-04 12:00:00,mid,96.61,0.513769,12,Monday,0,140.0,0.0,22.32,22.32,24.96,21.53,20.7,15.73,21.13,23.6,20.6,13.4,46.4,43.4,42.4,50.2,70.0,7.0,749.9,8.0,Appliances,Consommation appareils (Wh),0.021823,HAUSSE,140.0,86.3,Consommation appareils (Wh) = 140.0 -> valeur haute (top 25%) pour 12h (HAUSSE du score anomalie),T8,Temperature salon ado (C),0.011501,HAUSSE,23.6,95.9,Temperature salon ado (C) = 23.6 -> valeur tres haute (top 10%) pour 12h (HAUSSE du score anomalie),T6,Temperature ext. Nord (C),0.01121,HAUSSE,15.73,93.8,Temperature ext. Nord (C) = 15.73 -> valeur tres haute (top 10%) pour 12h (HAUSSE du score anomalie),T1,Temperature cuisine (C),0.009101,HAUSSE,22.32,93.8,Temperature cuisine (C) = 22.32 -> valeur tres haute (top 10%) pour 12h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.007009,HAUSSE,43.4,81.6,Humidite salon/salle de vie (%) = 43.4 -> valeur haute (top 25%) pour 12h (HAUSSE du score anomalie)
2016-04-04 12:10:00,mid,95.93,0.510223,12,Monday,0,150.0,10.0,22.39,22.39,25.1,21.6,20.7,15.73,21.2,23.67,20.6,13.43,46.0,43.3,42.1,49.5,69.3,7.0,749.9,7.88,RH_out,Humidite exterieure (%),0.020667,HAUSSE,69.33,36.1,Humidite exterieure (%) = 69.33 -> valeur dans la norme pour 12h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.017655,HAUSSE,150.0,86.5,Consommation appareils (Wh) = 150.0 -> valeur haute (top 25%) pour 12h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.01179,HAUSSE,10.0,92.1,Eclairage (Wh) = 10.0 -> valeur tres haute (top 10%) pour 12h (HAUSSE du score anomalie),T2,Temperature salon/salle de vie (C),0.008121,HAUSSE,22.39,90.6,Temperature salon/salle de vie (C) = 22.39 -> valeur tres haute (top 10%) pour 12h (HAUSSE du score anomalie),RH_1,Humidite cuisine (%),0.006104,HAUSSE,45.96,93.8,Humidite cuisine (%) = 45.96 -> valeur tres haute (top 10%) pour 12h (HAUSSE du score anomalie)
2016-04-04 12:20:00,mid,96.69,0.51409,12,Monday,0,790.0,0.0,22.39,22.39,25.0,21.6,20.7,16.0,21.29,23.7,20.6,13.47,45.6,43.0,41.4,49.4,68.7,7.0,749.9,7.77,Appliances,Consommation appareils (Wh),0.029392,HAUSSE,790.0,100.0,Consommation appareils (Wh) = 790.0 -> valeur tres haute (top 10%) pour 12h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.02005,HAUSSE,41.43,76.5,Humidite buanderie (%) = 41.43 -> valeur haute (top 25%) pour 12h (HAUSSE du score anomalie),T1,Temperature cuisine (C),0.010244,HAUSSE,22.39,95.3,Temperature cuisine (C) = 22.39 -> valeur tres haute (top 10%) pour 12h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.0102,HAUSSE,25.0,98.3,Temperature buanderie (C) = 25.0 -> valeur tres haute (top 10%) pour 12h (HAUSSE du score anomalie),T2,Temperature salon/salle de vie (C),0.006306,HAUSSE,22.39,90.6,Temperature salon/salle de vie (C) = 22.39 -> valeur tres haute (top 10%) pour 12h (HAUSSE du score anomalie)
2016-04-04 13:00:00,mid,95.55,0.508343,13,Monday,0,360.0,0.0,22.5,22.5,25.53,21.79,20.6,16.76,21.39,23.87,20.7,13.6,43.6,41.1,43.1,49.1,66.0,7.0,749.8,7.3,T3,Temperature buanderie (C),0.028812,HAUSSE,25.53,100.0,Temperature buanderie (C) = 25.53 -> valeur tres haute (top 10%) pour 13h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.018654,HAUSSE,41.1,63.8,Humidite salon/salle de vie (%) = 41.1 -> valeur dans la norme pour 13h (HAUSSE du score anomalie),T6,Temperature ext. Nord (C),0.01171,HAUSSE,16.76,95.0,Temperature ext. Nord (C) = 16.76 -> valeur tres haute (top 10%) pour 13h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.007833,HAUSSE,360.0,96.9,Consommation appareils (Wh) = 360.0 -> valeur tres haute (top 10%) pour 13h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.004766,HAUSSE,0.0,82.8,Eclairage (Wh) = 0.0 -> valeur haute (top 25%) pour 13h (HAUSSE du score anomalie)
2016-04-04 13:10:00,mid,97.73,0.522152,13,Monday,0,280.0,10.0,22.43,22.36,25.67,21.7,20.7,16.83,21.39,23.89,20.7,13.85,42.6,40.4,42.9,47.6,64.8,7.0,749.8,7.25,T3,Temperature buanderie (C),0.022605,HAUSSE,25.67,100.0,Temperature buanderie (C) = 25.67 -> valeur tres haute (top 10%) pour 13h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.021045,HAUSSE,42.86,83.7,Humidite buanderie (%) = 42.86 -> valeur haute (top 25%) pour 13h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.014434,HAUSSE,40.36,58.8,Humidite salon/salle de vie (%) = 40.36 -> valeur dans la norme pour 13h (HAUSSE du score anomalie),T6,Temperature ext. Nord (C),0.012465,HAUSSE,16.83,95.0,Temperature ext. Nord (C) = 16.83 -> valeur tres haute (top 10%) pour 13h (HAUSSE du score anomalie),RH_1,Humidite cuisine (%),0.010761,HAUSSE,42.56,72.8,Humidite cuisine (%) = 42.56 -> valeur dans la norme pour 13h (HAUSSE du score anomalie)
2016-04-04 13:20:00,mid,95.54,0.508333,13,Monday,0,320.0,10.0,22.39,22.32,25.7,21.63,20.63,16.97,21.45,23.89,20.7,14.1,42.3,40.2,41.9,47.2,63.7,7.0,749.8,7.2,Appliances,Consommation appareils (Wh),0.027265,HAUSSE,320.0,95.2,Consommation appareils (Wh) = 320.0 -> valeur tres haute (top 10%) pour 13h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.014103,HAUSSE,40.2,57.5,Humidite salon/salle de vie (%) = 40.2 -> valeur dans la norme pour 13h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.01191,HAUSSE,41.93,77.0,Humidite buanderie (%) = 41.93 -> valeur haute (top 25%) pour 13h (HAUSSE du score anomalie),RH_1,Humidite cuisine (%),0.010504,HAUSSE,42.33,71.1,Humidite cuisine (%) = 42.33 -> valeur dans la norme pour 13h (HAUSSE du score anomalie),T_out,Temperature exterieure station meteo (C),0.008378,HAUSSE,14.1,95.0,Temperature exterieure station meteo (C) = 14.1 -> valeur tres haute (top 10%) pour 13h (HAUSSE du score anomalie)
2016-04-04 13:30:00,mid,97.0,0.516139,13,Monday,0,270.0,0.0,22.46,22.46,25.76,21.7,20.7,17.29,21.53,24.0,20.73,14.35,42.9,40.3,41.0,47.3,62.5,7.0,749.8,7.15,RH_3,Humidite buanderie (%),0.024037,HAUSSE,40.99,75.5,Humidite buanderie (%) = 40.99 -> valeur haute (top 25%) pour 13h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.013816,HAUSSE,25.76,100.0,Temperature buanderie (C) = 25.76 -> valeur tres haute (top 10%) pour 13h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.013442,HAUSSE,270.0,92.9,Consommation appareils (Wh) = 270.0 -> valeur tres haute (top 10%) pour 13h (HAUSSE du score anomalie),T2,Temperature salon/salle de vie (C),0.00888,HAUSSE,22.46,91.4,Temperature salon/salle de vie (C) = 22.46 -> valeur tres haute (top 10%) pour 13h (HAUSSE du score anomalie),T_out,Temperature exterieure station meteo (C),0.008453,HAUSSE,14.35,95.0,Temperature exterieure station meteo (C) = 14.35 -> valeur tres haute (top 10%) pour 13h (HAUSSE du score anomalie)
2016-04-04 13:40:00,mid,95.66,0.508773,13,Monday,0,180.0,10.0,22.6,22.5,25.82,21.7,20.79,17.29,21.6,24.07,20.73,14.6,43.4,40.6,40.1,47.6,61.3,7.0,749.7,7.1,RH_3,Humidite buanderie (%),0.017868,HAUSSE,40.09,67.8,Humidite buanderie (%) = 40.09 -> valeur dans la norme pour 13h (HAUSSE du score anomalie),T1,Temperature cuisine (C),0.014375,HAUSSE,22.6,98.5,Temperature cuisine (C) = 22.6 -> valeur tres haute (top 10%) pour 13h (HAUSSE du score anomalie),T7,Temperature chambre parentale (C),0.011627,HAUSSE,21.6,92.9,Temperature chambre parentale (C) = 21.6 -> valeur tres haute (top 10%) pour 13h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.010871,HAUSSE,25.82,100.0,Temperature buanderie (C) = 25.82 -> valeur tres haute (top 10%) pour 13h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.007911,HAUSSE,180.0,86.4,Consommation appareils (Wh) = 180.0 -> valeur haute (top 25%) pour 13h (HAUSSE du score anomalie)
2016-04-04 14:00:00,mid,95.37,0.507266,14,Monday,0,560.0,0.0,22.7,22.5,25.73,21.7,20.79,17.3,21.7,24.2,20.7,15.1,43.6,41.0,39.0,47.8,59.0,7.0,749.7,7.0,Appliances,Consommation appareils (Wh),0.028449,HAUSSE,560.0,99.6,Consommation appareils (Wh) = 560.0 -> valeur tres haute (top 10%) pour 14h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.024371,HAUSSE,38.99,56.2,Humidite buanderie (%) = 38.99 -> valeur dans la norme pour 14h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.009489,HAUSSE,25.73,100.0,Temperature buanderie (C) = 25.73 -> valeur tres haute (top 10%) pour 14h (HAUSSE du score anomalie),T9,Temperature chambre (C),0.004579,HAUSSE,20.7,90.9,Temperature chambre (C) = 20.7 -> valeur tres haute (top 10%) pour 14h (HAUSSE du score anomalie),RH_1,Humidite cuisine (%),0.000611,HAUSSE,43.63,80.0,Humidite cuisine (%) = 43.63 -> valeur haute (top 25%) pour 14h (HAUSSE du score anomalie)
2016-04-04 14:40:00,mid,98.01,0.525434,14,Monday,0,310.0,10.0,22.73,22.26,26.13,21.7,20.79,17.29,21.89,24.5,20.79,15.1,40.9,39.3,41.1,45.3,60.3,7.0,749.5,7.4,Appliances,Consommation appareils (Wh),0.019651,HAUSSE,310.0,97.4,Consommation appareils (Wh) = 310.0 -> valeur tres haute (top 10%) pour 14h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.015679,HAUSSE,39.26,51.6,Humidite salon/salle de vie (%) = 39.26 -> valeur dans la norme pour 14h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.01537,HAUSSE,26.13,100.0,Temperature buanderie (C) = 26.13 -> valeur tres haute (top 10%) pour 14h (HAUSSE du score anomalie),T7,Temperature chambre parentale (C),0.011607,HAUSSE,21.89,90.3,Temperature chambre parentale (C) = 21.89 -> valeur tres haute (top 10%) pour 14h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.011294,HAUSSE,41.06,70.6,Humidite buanderie (%) = 41.06 -> valeur dans la norme pour 14h (HAUSSE du score anomalie)
2016-04-04 14:50:00,mid,96.2,0.511679,14,Monday,0,320.0,0.0,22.7,22.26,26.26,21.63,20.79,17.1,21.79,24.5,20.73,15.1,40.9,39.3,40.9,45.1,60.7,7.0,749.5,7.5,Appliances,Consommation appareils (Wh),0.029088,HAUSSE,320.0,97.6,Consommation appareils (Wh) = 320.0 -> valeur tres haute (top 10%) pour 14h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.020449,HAUSSE,26.26,100.0,Temperature buanderie (C) = 26.26 -> valeur tres haute (top 10%) pour 14h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.013905,HAUSSE,39.26,51.6,Humidite salon/salle de vie (%) = 39.26 -> valeur dans la norme pour 14h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.011819,HAUSSE,40.86,70.6,Humidite buanderie (%) = 40.86 -> valeur dans la norme pour 14h (HAUSSE du score anomalie),RH_1,Humidite cuisine (%),0.002307,HAUSSE,40.93,59.7,Humidite cuisine (%) = 40.93 -> valeur dans la norme pour 14h (HAUSSE du score anomalie)
2016-04-04 15:30:00,mid,95.29,0.50675,15,Monday,0,720.0,10.0,23.0,22.26,26.24,21.67,20.89,16.46,21.79,24.6,20.79,14.85,43.8,40.8,38.9,45.7,60.0,7.0,749.3,7.15,Appliances,Consommation appareils (Wh),0.049223,HAUSSE,720.0,99.8,Consommation appareils (Wh) = 720.0 -> valeur tres haute (top 10%) pour 15h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.010429,HAUSSE,38.9,55.4,Humidite buanderie (%) = 38.9 -> valeur dans la norme pour 15h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.006424,HAUSSE,10.0,92.9,Eclairage (Wh) = 10.0 -> valeur tres haute (top 10%) pour 15h (HAUSSE du score anomalie),T1,Temperature cuisine (C),0.005212,HAUSSE,23.0,99.1,Temperature cuisine (C) = 23.0 -> valeur tres haute (top 10%) pour 15h (HAUSSE du score anomalie),RH_1,Humidite cuisine (%),0.000867,HAUSSE,43.83,81.3,Humidite cuisine (%) = 43.83 -> valeur haute (top 25%) pour 15h (HAUSSE du score anomalie)
2016-04-04 16:10:00,mid,96.93,0.51566,16,Monday,0,660.0,0.0,23.03,22.29,26.43,21.57,21.0,17.49,21.93,24.79,20.79,14.72,46.6,42.8,39.7,47.2,58.2,6.67,749.1,6.6,RH_2,Humidite salon/salle de vie (%),0.033149,HAUSSE,42.83,80.7,Humidite salon/salle de vie (%) = 42.83 -> valeur haute (top 25%) pour 16h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.029342,HAUSSE,660.0,99.6,Consommation appareils (Wh) = 660.0 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie),T6,Temperature ext. Nord (C),0.011574,HAUSSE,17.49,98.1,Temperature ext. Nord (C) = 17.49 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie),Press_mm_hg,Pression atmospherique (mmHg),0.005314,HAUSSE,749.15,20.0,Pression atmospherique (mmHg) = 749.15 -> valeur basse (bottom 25%) pour 16h (HAUSSE du score anomalie),T7,Temperature chambre parentale (C),0.004489,HAUSSE,21.93,80.7,Temperature chambre parentale (C) = 21.93 -> valeur haute (top 25%) pour 16h (HAUSSE du score anomalie)
2016-04-04 16:20:00,mid,98.82,0.53564,16,Monday,0,440.0,0.0,23.1,22.29,26.5,21.6,21.0,17.13,21.93,24.82,20.76,14.83,48.7,44.6,40.3,49.0,57.3,6.33,749.1,6.5,RH_2,Humidite salon/salle de vie (%),0.032288,HAUSSE,44.63,91.7,Humidite salon/salle de vie (%) = 44.63 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie),RH_1,Humidite cuisine (%),0.013358,HAUSSE,48.67,99.1,Humidite cuisine (%) = 48.67 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.011867,HAUSSE,40.27,67.9,Humidite buanderie (%) = 40.27 -> valeur dans la norme pour 16h (HAUSSE du score anomalie),T6,Temperature ext. Nord (C),0.011717,HAUSSE,17.13,95.5,Temperature ext. Nord (C) = 17.13 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie),RH_4,Humidite bureau (%),0.008293,HAUSSE,43.33,81.9,Humidite bureau (%) = 43.33 -> valeur haute (top 25%) pour 16h (HAUSSE du score anomalie)
2016-04-04 16:30:00,high,99.83,0.565937,16,Monday,0,450.0,10.0,23.32,22.29,26.63,21.67,21.02,16.8,21.89,24.89,20.76,14.95,49.8,46.2,40.7,50.8,56.5,6.0,749.0,6.4,RH_2,Humidite salon/salle de vie (%),0.034381,HAUSSE,46.23,97.9,Humidite salon/salle de vie (%) = 46.23 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie),Windspeed,Vitesse du vent (m/s),0.02184,HAUSSE,6.0,74.7,Vitesse du vent (m/s) = 6.0 -> valeur dans la norme pour 16h (HAUSSE du score anomalie),RH_1,Humidite cuisine (%),0.018302,HAUSSE,49.76,99.6,Humidite cuisine (%) = 49.76 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie),T5,Temperature salle de bain (C),0.014847,HAUSSE,21.02,97.0,Temperature salle de bain (C) = 21.02 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.01407,HAUSSE,450.0,98.1,Consommation appareils (Wh) = 450.0 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie)
2016-04-04 16:40:00,high,99.86,0.570812,16,Monday,0,310.0,20.0,23.39,22.29,26.7,21.7,21.1,16.5,21.89,24.93,20.76,15.07,49.1,46.8,41.0,51.5,55.7,5.67,749.0,6.3,RH_2,Humidite salon/salle de vie (%),0.06803,HAUSSE,46.83,99.8,Humidite salon/salle de vie (%) = 46.83 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie),lights,Eclairage (Wh),0.028383,HAUSSE,20.0,99.2,Eclairage (Wh) = 20.0 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie),T8,Temperature salon ado (C),0.016118,HAUSSE,24.93,97.7,Temperature salon ado (C) = 24.93 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie),T1,Temperature cuisine (C),0.013627,HAUSSE,23.39,99.1,Temperature cuisine (C) = 23.39 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie),RH_4,Humidite bureau (%),0.009077,HAUSSE,45.4,90.0,Humidite bureau (%) = 45.4 -> valeur haute (top 25%) pour 16h (HAUSSE du score anomalie)
2016-04-04 16:50:00,high,99.43,0.549352,16,Monday,0,330.0,20.0,23.43,22.29,26.7,21.7,21.1,15.96,21.89,24.93,20.7,15.18,49.7,47.5,41.1,51.7,54.8,5.33,749.0,6.2,RH_2,Humidite salon/salle de vie (%),0.033326,HAUSSE,47.46,100.0,Humidite salon/salle de vie (%) = 47.46 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie),RH_4,Humidite bureau (%),0.01546,HAUSSE,46.2,93.6,Humidite bureau (%) = 46.2 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie),RH_1,Humidite cuisine (%),0.015311,HAUSSE,49.66,99.6,Humidite cuisine (%) = 49.66 -> valeur tres haute (top 10%) pour 16h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.014236,HAUSSE,41.09,70.9,Humidite buanderie (%) = 41.09 -> valeur dans la norme pour 16h (HAUSSE du score anomalie),RH_5,Humidite salle de bain (%),0.013344,HAUSSE,51.69,73.9,Humidite salle de bain (%) = 51.69 -> valeur dans la norme pour 16h (HAUSSE du score anomalie)
2016-04-04 17:00:00,high,99.51,0.552377,17,Monday,0,270.0,30.0,23.5,22.29,26.63,21.82,21.17,15.8,21.89,25.0,20.73,15.3,49.5,47.9,41.0,51.9,54.0,5.0,748.9,6.1,lights,Eclairage (Wh),0.026143,HAUSSE,30.0,100.0,Eclairage (Wh) = 30.0 -> valeur tres haute (top 10%) pour 17h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.02554,HAUSSE,47.86,100.0,Humidite salon/salle de vie (%) = 47.86 -> valeur tres haute (top 10%) pour 17h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.019955,HAUSSE,40.96,72.7,Humidite buanderie (%) = 40.96 -> valeur dans la norme pour 17h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.018629,HAUSSE,270.0,90.6,Consommation appareils (Wh) = 270.0 -> valeur tres haute (top 10%) pour 17h (HAUSSE du score anomalie),T1,Temperature cuisine (C),0.013038,HAUSSE,23.5,98.4,Temperature cuisine (C) = 23.5 -> valeur tres haute (top 10%) pour 17h (HAUSSE du score anomalie)
2016-04-04 17:10:00,mid,97.31,0.518222,17,Monday,0,260.0,20.0,23.5,22.29,26.46,21.89,21.2,15.77,21.89,25.0,20.73,14.77,49.0,47.7,40.6,51.6,57.2,5.67,748.9,6.3,Appliances,Consommation appareils (Wh),0.022696,HAUSSE,260.0,90.2,Consommation appareils (Wh) = 260.0 -> valeur tres haute (top 10%) pour 17h (HAUSSE du score anomalie),RH_2,Humidite salon/salle de vie (%),0.018518,HAUSSE,47.72,100.0,Humidite salon/salle de vie (%) = 47.72 -> valeur tres haute (top 10%) pour 17h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.013517,HAUSSE,40.6,70.9,Humidite buanderie (%) = 40.6 -> valeur dans la norme pour 17h (HAUSSE du score anomalie),T5,Temperature salle de bain (C),0.008079,HAUSSE,21.2,98.2,Temperature salle de bain (C) = 21.2 -> valeur tres haute (top 10%) pour 17h (HAUSSE du score anomalie),T2,Temperature salon/salle de vie (C),0.007729,HAUSSE,22.29,94.0,Temperature salon/salle de vie (C) = 22.29 -> valeur tres haute (top 10%) pour 17h (HAUSSE du score anomalie)
2016-04-04 17:20:00,mid,96.05,0.510785,17,Monday,0,260.0,30.0,23.5,22.23,26.26,22.0,21.2,15.17,21.89,25.0,20.73,14.23,48.5,47.5,40.4,51.3,60.3,6.33,749.0,6.5,lights,Eclairage (Wh),0.024578,HAUSSE,30.0,100.0,Eclairage (Wh) = 30.0 -> valeur tres haute (top 10%) pour 17h (HAUSSE du score anomalie),T3,Temperature buanderie (C),0.017538,HAUSSE,26.26,100.0,Temperature buanderie (C) = 26.26 -> valeur tres haute (top 10%) pour 17h (HAUSSE du score anomalie),Windspeed,Vitesse du vent (m/s),0.014242,HAUSSE,6.33,78.7,Vitesse du vent (m/s) = 6.33 -> valeur haute (top 25%) pour 17h (HAUSSE du score anomalie),RH_4,Humidite bureau (%),0.011871,HAUSSE,47.0,96.0,Humidite bureau (%) = 47.0 -> valeur tres haute (top 10%) pour 17h (HAUSSE du score anomalie),T4,Temperature bureau (C),0.008431,HAUSSE,22.0,92.2,Temperature bureau (C) = 22.0 -> valeur tres haute (top 10%) pour 17h (HAUSSE du score anomalie)
2016-04-05 06:50:00,mid,97.4,0.519067,6,Tuesday,0,60.0,30.0,22.07,19.5,24.46,21.23,20.79,9.6,21.79,23.6,20.96,9.65,44.3,48.4,40.6,55.7,91.3,1.17,748.9,8.33,lights,Eclairage (Wh),0.036283,HAUSSE,30.0,100.0,Eclairage (Wh) = 30.0 -> valeur tres haute (top 10%) pour 6h (HAUSSE du score anomalie),T9,Temperature chambre (C),0.017418,HAUSSE,20.96,99.7,Temperature chambre (C) = 20.96 -> valeur tres haute (top 10%) pour 6h (HAUSSE du score anomalie),Appliances,Consommation appareils (Wh),0.01299,HAUSSE,60.0,89.9,Consommation appareils (Wh) = 60.0 -> valeur haute (top 25%) pour 6h (HAUSSE du score anomalie),RH_3,Humidite buanderie (%),0.010539,HAUSSE,40.56,62.3,Humidite buanderie (%) = 40.56 -> valeur dans la norme pour 6h (HAUSSE du score anomalie),T1,Temperature cuisine (C),0.001778,HAUSSE,22.07,97.0,Temperature cuisine (C) = 22.07 -> valeur tres haute (top 10%) pour 6h (HAUSSE du score anomalie)
